id	decision	reason_cn	tags	session	title	url	publication	abstract_short
N07/6	related_excluded	中性原子/Rydberg/tweezer 方向相近，但物种是 Yb/Sr/Cs 等，不是 Rb87。	tweezer;neutral_atom_array;gate_QEC;quantum_sim;Yb;optical_lattice_or_gas	Quantum Communication and Quantum Networks II	Towards quantum networking with Yb atom arrays using frequency-converted photons	https://meetings-archive.aps.org/damop/2026/n07/6/		Neutral atoms trapped in reconfigurable optical tweezer arrays have become a rapidly advancing platform for quantum applications. Pairing this platform with the unique atomic structure of 171Yb (I=1/2) atoms enables novel implementations of quantum computation, simulation, and communication. The existence of a metastable 3P0 state enables shelving and nuclear-spin qubit encoding with long coherence. Spin-photon entanglement using a telecom transition from the metastable state was also demonstrated recently. As part of the InterQnet project, we explore integration of this platform into a large-scale heterogeneous quantum network, and the ability to share entanglement via common-wavelength pho
N07/7	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;Sr;ion_or_solid	Quantum Communication and Quantum Networks II	Towards quantum frequency conversion of single photons from 88Sr+ ions from the visible to near infrared for hybrid quantum networks	https://meetings-archive.aps.org/damop/2026/n07/7/		Quantum frequency conversion is a technique that allows for the efficient conversion of a photon from one wavelength to another while preserving quantum information. One area of interest is the development of a long-distance quantum network that leverages the advantages of different matter-based platforms, which first require quantum frequency conversion as an intermediate step. We show progress made towards the development of quantum frequency conversion, using difference frequency generation, for the conversion of single photons from 88Sr+ ions from the visible to near infrared. We target the wavelength of an emitted photon from a SiC divacancy center, with the future aim of demonstrating 
N07/8	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;ion_or_solid	Quantum Communication and Quantum Networks II	Urban Fiber Infrastructure Analysis for Entangled Photon Distribution	https://meetings-archive.aps.org/damop/2026/n07/8/		Urban fiber-based quantum networks are highly sensitive to environmental factors like temperature swings and polarization drift due to their interconnected, multi-segment structure. We present a framework for characterizing quantum networks, focusing on achieving high-fidelity remote entanglement between distributed trapped-ion QPUs. We report on three critical noise sources [1, 2] inherent to this real-world infrastructure: (1) time jitter measurements quantifying the timing uncertainty of photon arrival and its impact on coincidence windows; (2) polarization stability analysis, characterizing birefringence fluctuations driven by mechanical vibrations; and (3) the temperature dependence of 
N07/9	unrelated_excluded	读完摘要后未发现可归入 Rb87 Rydberg 光镊平台近期实验/工程问题的内容。	gate_QEC;cavity;metrology	Quantum Communication and Quantum Networks II	Quantum networking with a parabolic mirror based network node	https://meetings-archive.aps.org/damop/2026/n07/9/	"[1] A. Safari, E. Oh, P. Huft, G. Chase, J. Zhang, and M. Saffman, ""Efficient and compact quantum network node based on a parabolic mirror on an optical chip"", arXiv:2601.13420 (2026)"	Quantum networking underpins a range of quantum-enhanced applications, including scalable quantum computing, distributed quantum sensing, and secure data communication. Although the field has advanced rapidly, efficient single-photon collection from quantum emitters and node architectures that scale to large-area quantum networks remain major challenges.In this work, we present a compact, plug-and-play, cavity-free networking node designed to address these challenges. Our node employs an integrated on-chip architecture, in which most optical components are pre-aligned and glued in vacuum with fiber interfaces. It is based on a parabolic-mirror design that leverages approximate time-reversal 
N07/10	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;metrology;ion_or_solid	Quantum Communication and Quantum Networks II	Demonstration of photon encoding interconversion for heterogeneous quantum networking	https://meetings-archive.aps.org/damop/2026/n07/10/		Photonic quantum network links are required to scale up matter-based quantum systems, including quantum computers, quantum sensors, and more. Heterogeneous quantum networks comprised of these systems, such as trapped-ion and superconducting circuit-based qubits, must achieve entanglement distribution between these different qubit architectures to exploit the strengths of each; namely ion-trapped systems providing an ease of generation of polarization qubits and superconducting qubits generating high fidelity time-bin qubits. One barrier to heterogeneous connectivity is precisely this variety of photonic degrees of freedom in which quantum information is encoded, such as those mentioned above
N08/1	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	gate_QEC;molecule;optical_lattice_or_gas	Molecular Collisions and Interactions	First-order phase transition in atom-molecule quantum degenerate mixtures with coherent three-body recombination	https://meetings-archive.aps.org/damop/2026/n08/1/		We investigate the role of coherent atom-molecule interconversion, at quantum degeneracy, with competing Feshbach coupling and the recently observed coherent three-body recombination (cTBR) process. Based on the two-mode approximation, we map out the ground-state phase diagram featuring a structural modification from a conventional second-order (when Feshbach coupling dominates) to a first-order quantum phase transition (when cTBR prevails) for varying molecular detuning. This behavior originates from the emergence of a double-well structure in the effective free-energy landscape, giving rise to metastable molecular states. In the vicinity of the first-order transition, the system exhibits m
N08/2	unrelated_excluded	主题不涉及 Rb/Rydberg/光镊/中性原子阵列或相关量子计算模拟工程。	molecule	Molecular Collisions and Interactions	Full-dimensional quantum scattering calculations of rovibrationally excited HD+HD collisions	https://meetings-archive.aps.org/damop/2026/n08/2/		Collisions of H2 and its deuterated counterpart HD play a crucial role in the chemistry of the early universe, cold interstellar media (ISM), star forming regions, and planetary atmospheres. These systems also serve as prototypes for quantum calculations of diatom-diatom collisions. Here, we report full-dimensional quantum scattering calculations of ro-vibrational transitions in HD+HD collisions on a highly accurate interaction potential for the H2-H2 system. The computed results are in agreement with total cross sections reported in previous experimental results, including resonant features in the energy dependence of the cross section. In particular, low-energy cross sections show a strong
N08/3	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	cryo;molecule	Molecular Collisions and Interactions	Cold Chemistry and Optical Cycling in CH Radicals	https://meetings-archive.aps.org/damop/2026/n08/3/		Recent advances in molecular laser cooling have opened new opportunities for quantum control across a wide range of species. We extend these techniques to CH, a light organic radical whose electronic structure offers diagonal Franck-Condon factors on the X-A transition. The low mass and blue-wavelength cycling transition in CH enables a large photon recoil velocity, reducing the required photon budget and rovibrational closure needed to load a magneto‑optical trapping. Our experiment aims to leverage these features to develop a platform for studies of ultracold organic chemistry. We will present an experimental update, including measurements of cold organic chemistry in our cryogenic source 
N08/4	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	Rb;quantum_sim;molecule;vapor_or_MOT;optical_lattice_or_gas	Molecular Collisions and Interactions	Evaporative cooling of bosonic molecules near a Förster resonance	https://meetings-archive.aps.org/damop/2026/n08/4/		Evaporative cooling of ground state molecules requires suppression of inelastic collisions. Recently, microwave shielding has been used to suppress collisional loss, which has led to the achievement of degenerate gases of polar molecules [1,2,3]. Meanwhile, static electric fields can also provide shielding near a Förster resonance and have been demonstrated in fermionic gases [4]. We demonstrate this electric field shielding scheme for bosonic molecules, suppressing two-body loss significantly and reaching high elastic-to-inelastic collision rates near the resonance. Using this scheme, we achieve evaporative cooling of bosonic NaRb molecules. We also present a proposal for suppressing three-
N08/5	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	gate_QEC;molecule	Molecular Collisions and Interactions	Electric-field control of atom-molecule Feshbach resonances	https://meetings-archive.aps.org/damop/2026/n08/5/	Electric-field control of atom-molecule Feshbach resonances (manuscript in preparation)	We present our latest results on collisions between 23Na39K molecules and 39K atoms, where we successfully observe Feshbach resonances between these scattering partners. For the first time in comparable systems, we demonstrate the ability to control the position of these resonances using electric fields. This allows us to investigate the electric field dependence of bound trimer states and assign specific quantum numbers to these states.Our observations highlight a significant influence of the potassium atom on the molecule, despite the weak binding of the trimer state, which can be attributed to hindered rotation. These findings represent a new step in controlling atom-molecule interactions
N08/6	unrelated_excluded	主题不涉及 Rb/Rydberg/光镊/中性原子阵列或相关量子计算模拟工程。	molecule;optical_lattice_or_gas	Molecular Collisions and Interactions	Photon-changing collisions between microwave-shielded NaCs molecules	https://meetings-archive.aps.org/damop/2026/n08/6/		Double microwave shielding has enabled the observation of Bose-Einstein condensation of polar molecules through strong suppression of two-body loss and the elimination of three-body recombination. We have analyzed the nature of the remaining two-body losses. We find that those losses have the character of photon-changing collisions: colliding molecules mediate the exchange of photons between the two microwave fields. This process transfers the energy difference between the two fields into kinetic energy of the molecules. These photon-accelerated molecules can collide with the remaining ultracold molecules while escaping the trap, leaving behind a tiny fraction of their kinetic energy. In thi
N08/7	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	gate_QEC;molecule	Molecular Collisions and Interactions	Efimov Effect in Ultracold Microwave-shielded Polar Molecules	https://meetings-archive.aps.org/damop/2026/n08/7/		Recent breakthroughs in microwave collisional shielding have enabled dramatic suppression of two-body loss in ultracold polar molecules by engineering long-range repulsive barriers in field-dressed interaction potentials [1]. This opens a new pathway to study few-body universality in ultracold polar molecules where rapid short-range losses have historically made such studies difficult. We present a quantum theory of three-body scattering for microwave-dressed polar molecules using the adiabatic hyperspherical formalism, where the two-body interactions are defined using an anisotropic effective potential [2] and investigate the emergence of Efimov physics in the shielded regime. Within this f
N08/8	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	Rb;molecule	Molecular Collisions and Interactions	Bifurcation of Reaction Complex Lifetimes in Ultracold Rb + KRb Reactions	https://meetings-archive.aps.org/damop/2026/n08/8/		Chemical reactions, with typical eV-scale energies, are usually considered chaotic, statistical processes. Deviations from such behavior hold the potential for coherent dynamics, opening new avenues in quantum chemistry. Past measurements of the Rb + KRb reaction in the ultracold regime [1] showed the reaction complex lifetime exceeding the statistical RRKM prediction by five orders of magnitude.A proposed mechanism suggests the existence of states trapped in the complex due to destructive interference in the exit channel, hinting toward lifetimes shorter than the statistical prediction. We identify such short-lived states by observing the reaction products and measuring the optical intensit
N08/9	unrelated_excluded	主题不涉及 Rb/Rydberg/光镊/中性原子阵列或相关量子计算模拟工程。	molecule;vapor_or_MOT	Molecular Collisions and Interactions	Towards Microwave Shielding of Laser-Cooled YO Molecules	https://meetings-archive.aps.org/damop/2026/n08/9/		Direct laser cooling of molecules has overcome the complex internal level structure of diatomic molecules to yield high enough densities for the observation of rapid collisional loss within optical traps. Mitigating these two-body losses in bulk molecular gases is essential for evaporative cooling to reach quantum degeneracy. By engineering long-range dipolar interactions, short-range inelastic collisions can be suppressed via DC electric fields or microwave-induced shielding. We present our work with YO (yttrium monoxide) towards collisional shielding by coupling rotational manifolds with precisely controlled microwave fields. The unique ground-state hyperfine structure of YO enables direct
N08/10	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	quantum_sim;molecule	Molecular Collisions and Interactions	AlF-AlF sticking time and prospects for ultracold dimers	https://meetings-archive.aps.org/damop/2026/n08/10/		We report on the sticking time of the AlF dimer in the ultracold regime. First, we construct a general full-dimensional potential energy surface for the AlF dimer by training a machine learning model on \textit{ab initio} points using an active learning scheme, which requires no long-range information and only \lesssim 0.01\% of the configurations to be calculated \textit{ab initio}. We use molecular dynamics simulation to select the \textit{ab initio} training points to choose suitable configurations for different collision energies and map the relevant part of the potential energy landscape \cite{liu2023molecular}. We then use our general full-dimensional potential energy surface to comput
N09/1	unrelated_excluded	主题不涉及 Rb/Rydberg/光镊/中性原子阵列或相关量子计算模拟工程。	molecule;ion_or_solid	Photoionization Across Scales: Atomic Structure, Molecular Dynamics, and Novel Applications	Temperature-density effects on atomic cross sections in high-energy-density plasmas.	https://meetings-archive.aps.org/damop/2026/n09/1/	R-Matrix calculations for opacities: RMOP-I. Methodology and computations , A.K. Pradhan, S.N. Nahar and W. Eissner (J.Phys.B, 57, 125001, 2024) R-Matrix calculations for opacities.RMOP-II. Photoionization and oscillator strengths of iron ions FeXVII, FeXVIII and FeXIX, S.N. Nahar, L. Zhao, W. Eissner and A.K. Pradhan (J.Phys.B, 57, 125002, 2024) R-matrix calculations for opacities: RMOP-III. Plasma broadening of autoionizing resonances, A.K. Pradhan (J. Phys.B, 57, 125003, 2024) R-Matrix calculations for opacities: RMOP-IV. Convergence, completeness, and comparison of relativistic R-matrix and distorted wave calculations for FeXVII and FeXVIII, L. Zhao, S.N. Nahar and A.K. Pradhan (J. Phys.B, 57, 125004, 2024) Planned: R-Matrix calculations for opacities: V. Temperature-density dependence of photoabsorption cross sections and opacity spectra of iron and oxygen ions D. Chari, S.N. Nahar and A.K. Pradhan	We demonstrate the effects of plasma broadening on R-matrix photoabsorption cross sections and monochromatic opacities as functions of temperature and electron density in astrophysical and laboratory plasmas. In general, all atomic systems are subject to plasma environments, and radiative propagation depends on photoabsorption through bound–bound transitions and autoionizing resonances in bound-free photoionization cross sections. Calculations are carried out for O VI–VII and Fe XVII–XIX. Photoionization cross sections from R-matrix opacity calculations (RMOP) are compared with Opacity Project (OP) data. For selected O VI–VII levels, RMOP cross sections exhibit a much richer resonance struct
N09/2	unrelated_excluded	主题不涉及 Rb/Rydberg/光镊/中性原子阵列或相关量子计算模拟工程。	molecule	Photoionization Across Scales: Atomic Structure, Molecular Dynamics, and Novel Applications	Studying the Effect of Coupling Strength and Magnetization on AC Conductivity Using Ultracold Neutral Plasmas	https://meetings-archive.aps.org/damop/2026/n09/2/		Ultracold neutral plasmas (UNP) are a useful tool for studying plasma physics in tabletop laboratory environments. AC conductivity is an important consideration in many areas of plasma physics including energy transport, stopping power, and laser excitation among others. In order to better understand the absorptive part of AC conductivity in plasmas, we have measured it across a range of moderate coupling strengths as well as magnetization regimes in a UNP. The results of these studies as well as a comparison to common theories will be presented.
N09/3	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	cavity;Sr;molecule	Photoionization Across Scales: Atomic Structure, Molecular Dynamics, and Novel Applications	Experimental Implementation of Multi-Resonant Laser Isotope Separation for Strontium Isotope Enrichment	https://meetings-archive.aps.org/damop/2026/n09/3/	[1] A.D. Barr et al., Phys. Rev. Applied 24, 034081 (2025).	We report on the laboratory development and initial implementation of a Multi-Resonant Laser Isotope Separation (MRLIS) [1] system for producing enriched strontium isotopes, targeting applications such as metabolic tracers (e.g., for bone health studies) and precision tests of quantum mechanics. Our approach integrates a planar Fabry-Pérot cavity to enable efficient, continuous-wave (CW) photoionization through resonant intracavity power buildup. This design overcomes the challenges of low photoionization cross-sections and limited CW laser powers by delivering high intracavity power density across an ultra-large mode volume, thus saturating ionization of the targeted isotope. We present ini
N09/4	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	gate_QEC;molecule;vapor_or_MOT;ion_or_solid	Photoionization Across Scales: Atomic Structure, Molecular Dynamics, and Novel Applications	CHARACTERISTIC SPECTRAL FEATURES IN PHOTOIONIZATION OF Ca III	https://meetings-archive.aps.org/damop/2026/n09/4/		Characteristic spectral features in photoionization of Ca III, (Ca~III + h\nu \rightarrow Ca~IV + e), are studied in the relativistic Breit-Pauli R-matrix (BPRM) approximation. A large close-coupling wave function expansion of Ca III which includes core ion excitation of 54 levels belonging to configurations 3s^23p^5, 3s3p^6, 3s^23p^43d, 3s^23p^44s, 3s^23p^44p, 3s^22p^44d of Ca IV is employed. Excited configurations with n=4 orbitals enable study of high energy features in photoionization and to achieve convergence of resonances. Calculations include 14 terms for the R-matrix basis set for the orbitals inside the R-matrix sphere and 69 bound channel configurations of Ca III. We find a total 
N09/5	unrelated_excluded	主题不涉及 Rb/Rydberg/光镊/中性原子阵列或相关量子计算模拟工程。	molecule	Photoionization Across Scales: Atomic Structure, Molecular Dynamics, and Novel Applications	Double ionization of doubly excited states of heliumlike targets	https://meetings-archive.aps.org/damop/2026/n09/5/		Doubly excited states of atoms are extremely sensitive to electron correlation, while single photon double ionization is a means to probe electron correlation. We consider double photoionization from the doubly excited states of targets with two fully correlated valence electrons. In the case of atomic beryllium, the doubly excited states that are coupled in 3P and 1D initial state symmetries are actually bound, and thus these targets can be placed on a finite grid. The 1S initial state of Be, however, is autoionizing, though with a rather narrow width and in fact decays to a single known channel. We preent the triple differential cross section (TDCS) for removing the fully correlated electr
N09/6	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	gate_QEC;molecule;vapor_or_MOT	Photoionization Across Scales: Atomic Structure, Molecular Dynamics, and Novel Applications	Permanent electric dipole signature in molecular frame photoelectron momentum distribution of H2O	https://meetings-archive.aps.org/damop/2026/n09/6/	[1] P. Fernández-Milán, V. J. Borràs, J. González-Vázquez, F. Martín; Photoionization of the water molecule with XCHEM. J. Chem. Phys. 7 April 2023; 158 (13): 134305. [2] Masakazu Yamazaki et al 2009 J. Phys. B: At. Mol. Opt. Phys. 42 051001. [3] Inga Jordan et al. ,Attosecond spectroscopy of liquid water. Science369,974-979(2020). [4] Martin Huppert et al. Phys. Rev. Lett. 117, 093001 [5] Vladislav V. Serov, Anatoli S. Kheifets; Time delay in XUV/IR photoionization of H2O. J. Chem. Phys. 28 November 2017; 147 (20): 204303.	We theoretically investigate the process of single-photon single ionization of H2O by a linearly polarized few-cycle attosecond XUV pulse with the goal of answering the question on whether a permanent electric dipole of bent molecule such as H2O has an imprint in its photoelectron momentum distribution (PMD). While the investigation of photoionization involving H2O has been done before [1]-[5], these investigation focus either on angular distributions or on time delays in molecular photoionization. Using the R-matrix with time dependence method, we compute the PMD of H2O for the attopulse's propagation directions of \hat{x}, \hat{y} and \hat{z} in the molecular frame where \hat{z} axis corre
N09/7	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	gate_QEC;molecule;optical_lattice_or_gas;ion_or_solid	Photoionization Across Scales: Atomic Structure, Molecular Dynamics, and Novel Applications	X-ray induced ring-opening of organosulfur molecule 2-Bromothiophene	https://meetings-archive.aps.org/damop/2026/n09/7/	[1] Michael N. R. Ashfold, Matthew Bain, Christopher S. Hansen, Rebecca A. Ingle, Tolga N. V. Karsili, Barbara Marchetti, and Daniel Murdock, Phys. Chem, Lett., 8, 3440 (2017). [2] Barbara Marchetti, Tolga N. V. Karsili, Orla Kelly, Panos Kapetanopoulos, and Michael N. R. Ashfold, The Journal Of Chemical Physics 142, 224303 (2015).	Ring-openings of organic molecules are predecessors of formation of life-critical compounds [1]. Organosulfur molecules are known for their importance in natural life processes and artificial drug formation. Ring-opening dynamics has been investigated via direct UV- photo-excitations where the excited molecular states relax via kinetic arrangements of the nuclei [2]. We present experimental results of x-ray induced ring-opening and the subsequent fragmentation of organosulfur molecule, 2-Bromothiophene. The photoexcitation of the organic molecule is achieved through inner-valence ionization occurring at the bromine or sulfur atomic site. The fragmentation is revealed and identified via ion-i
N09/8	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	gate_QEC;molecule	Photoionization Across Scales: Atomic Structure, Molecular Dynamics, and Novel Applications	Angle- and Energy-Resolved Photoelectron Distribution from Fullerenes and Endofullerenes	https://meetings-archive.aps.org/damop/2026/n09/8/		The discovery of C60 and other spherical fullerenes revealed a unique class of carbon nanostructures, defined by their size, cage-like geometry, and high symmetry, which are spectroscopically eminent [1]. The hollow cage can accommodate atoms and form endohedral fullerenes. The collective oscillations of the delocalized electrons in fullerenes give rise to a giant and another higher energy plasmon resonance [2, 3]. Despite extensive studies, the angle- and energy-resolved photoelectron distribution from fullerenes and endofullerenes remains largely unexplored [4]. In this study, we consider Cₙ and X@Cₙ (n = 60, 240; X = Ar, Mg) to investigate how plasmon excitations shape the photoelectron a
N09/9	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	gate_QEC;molecule	Photoionization Across Scales: Atomic Structure, Molecular Dynamics, and Novel Applications	Electron-Correlation Effects in the Photoelectron Circular Dichroism of Methyloxirane	https://meetings-archive.aps.org/damop/2026/n09/9/		Photoelectron circular dichroism (PECD) is a highly sensitive probe of molecular chirality in photoionization [1]. In this work, we investigate the role of electron-correlation effects in the PECD of the chiral molecule methyloxirane (C3H6O). We obtain the required bound and continuum electronic states using the ab initio R-matrix method and subsequently employ them within a time-dependent perturbation theory framework to compute the photoionization dynamics [2,3]. To systematically assess the impact of electron-correlation, we compare PECD profiles computed using the Static-Exchange (SE), Static-Exchange-Polarization (SEP), and comprehensive Close-Coupling (CC) scattering models. Our result
N09/10	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	quantum_sim;molecule	Photoionization Across Scales: Atomic Structure, Molecular Dynamics, and Novel Applications	Near-threshold positronium formation for molecules with near-adiabatic photoionization thresholds.	https://meetings-archive.aps.org/damop/2026/n09/10/		Positronium (Ps), the bound state of a positron and an electron, can be formed in low-energy positron collisions with atoms and molecules. This results in ionization of the target with a threshold EPs = EI - 6.8 eV, where EI is the target ionization energy, and 6.8 eV is the binding energy of Ps. Recently, measurements of the near-threshold Ps formation cross-section for several large polyatomic molecules showed a remarkable similarity with photoionization measurements [1]. This was shown to occur for molecules with a large shift between the vertical and adiabatic transition energies, and was attributed to the shape of the measured cross-section being determined by the growth of the density 
N10/1	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	Rydberg;Rb;metrology;vapor_or_MOT;ion_or_solid	Electric and Magnetic Field Sensors	Extremely low frequency electric field sensing using Rydberg ionization detection	https://meetings-archive.aps.org/damop/2026/n10/1/		We present a method for sensing electric fields down to single Hertz frequencies using a collimated beam of rubidium Rydberg atoms. The Rydberg atoms are detected using a field ionization measurement scheme. External electric fields produce DC Stark shifts which are detected as modulations of the ion signal. This method circumvents much of the low frequency electric field screening effects typically present in warm vapor cells containing alkali-metal atoms. With this approach a sensitivity of better than 1 mV/m√Hz is achieved for frequencies above 20 Hz with a spectral noise floor of ≈0.15 mV/m√Hz.
N10/2	related_excluded	Rydberg/Rb 相关但平台是 vapor/MOT/molasses/EIT/cold ensemble，不是 optical tweezer array。	Rydberg;Rb;metrology;vapor_or_MOT	Electric and Magnetic Field Sensors	Rydberg vapor cell atomic electrometry for sensing quasi-DC electric fields	https://meetings-archive.aps.org/damop/2026/n10/2/	planned paper	We report on the use of Rydberg atoms with vapor-cell-based atomic electrometry for the detection of electric fields in the extremely low-frequency regime, specifically from DC to ELF band. One of the primary challenges encountered when utilizing vapor cells at these lower frequencies is the electric-field screening effect caused by alkali-metal atoms adsorbed on the inner surface of the container. By employing a specific coating within the vapor cell and utilizing only infrared lasers for Rydberg excitation, we successfully achieved electric-field screening on the order of seconds in a rubidium vapor cell, thereby enabling the sensitive detection of extremely low-frequency electric fields.
N10/3	related_excluded	相关但未写入：Rb87 near-circular Rydberg lifetime/ionization 测量，但平台是 MOT/cryogenic field-ionization apparatus，不是 optical tweezer array。	Rydberg;Rb87;Rb;quantum_sim;cryo;metrology;molecule;vapor_or_MOT	Electric and Magnetic Field Sensors	Toward Precise Measurements of Lifetimes and Ionization Electric Fields in Near-Circular Rydberg States	https://meetings-archive.aps.org/damop/2026/n10/3/		Rydberg states of atoms and molecules are unique quantum states characterized by unconventional properties, including extreme sensitivity to electric fields and strong dipolar interactions. These features have enabled - and will continue to facilitate - a wide range of applications in quantum science and technology, such as quantum computing and simulation, Stark deceleration, and high-precision quantum sensing. In this talk, I will present our progress in the systematic investigation of two key parameters - lifetimes and ionization electric fields - of Rydberg states, with a particular focus on high-angular-momentum states (l ~ |m| ~ n-1), a regime that remains largely unexplored. We use Rb
N10/4	related_excluded	Rydberg/Rb 相关但平台是 vapor/MOT/molasses/EIT/cold ensemble，不是 optical tweezer array。	Rb87;metrology;vapor_or_MOT	Electric and Magnetic Field Sensors	Hyperfine resolved Optical Pumping for Precision Magnetometry in Earth-scale Fields	https://meetings-archive.aps.org/damop/2026/n10/4/		For precision atomic magnetometry, inert buffer gas is included in alkali-metal vapor cells to broaden hyperfine transitions. Here we discuss low-buffer gas pressure alkali vapor cells with resolved hyperfine manifolds that also yield high performance magnetometers. We use a probe-assisted depopulation pumping to achieve high polarization in 87Rb, optically pumping F = 2 states with narrow linewidth σ+ light, while tuning a probe beam to depopulate F = 1 states (Δν = 6.8 GHz from F = 2). The probe tuning then also provides F = 2 detection with high optical rotation and low probe broadening; we demonstrate top-bottom gradiometry, within a small cell with single-pass geometry, that yields an E
N10/5	unrelated_excluded	读完摘要后未发现可归入 Rb87 Rydberg 光镊平台近期实验/工程问题的内容。	Rb87;metrology	Electric and Magnetic Field Sensors	Real-Time Self-Correcting RF Atomic Magnetometer for Unshielded Operation	https://meetings-archive.aps.org/damop/2026/n10/5/		Optically pumped atomic magnetometers (OPAM) offer high sensitivity to rf magnetic fields and are easily tunable with a bias field B aligned with the pump direction. The sensitivity relies on a narrow linewidth, yet a narrow linewidth makes them vulnerable to small ambient fields. For instance, the arrival of a nearby elevator can easily shift the Larmor frequency beyond ~0.5 kHz linewidth, greatly degrading the signal of interest. Therefore, unshielded OPAM use requires real-time autotuning. We demonstrate how atoms themselves can be used to set B, both its magnitude and direction, using a fiber-coupled 87Rb OPAM. The probe beam in this OPAM is perpendicular to the pump and passes through t
N10/6	related_excluded	Rydberg/Rb 相关但平台是 vapor/MOT/molasses/EIT/cold ensemble，不是 optical tweezer array。	Rb87;Rb;quantum_sim;metrology;vapor_or_MOT	Electric and Magnetic Field Sensors	A Multilevel Optical Bloch Framework for Saturated Absorption Spectroscopy in the Hyperfine Paschen–Back Regime	https://meetings-archive.aps.org/damop/2026/n10/6/	1. A saturation-absorption rubidium magnetometer with multilevel optical Bloch-equation modeling for intermediate-to-high fields, arXiv:2601.09115 [quant-ph]	High magnetic fields are often encountered in applications such as medical imaging, plasma science, and fusion research, where accurate field determination is essential for quantitative interpretation. In these environments, conventional sensors can be difficult to deploy, susceptible to electromagnetic interference, or lacking in intrinsic calibration. Atomic magnetometry offers an alternative approach, as magnetic-field information is directly encoded in atomic energy levels defined by fundamental constants. In strong magnetic fields, alkali atoms enter the hyperfine Paschen-Back regime, producing strongly field-dependent transitions that can be exploited for magnetometry using saturated a
N10/7	unrelated_excluded	读完摘要后未发现可归入 Rb87 Rydberg 光镊平台近期实验/工程问题的内容。	cryo;metrology	Electric and Magnetic Field Sensors	Pulsed Vector Magnetometry for active brain scans	https://meetings-archive.aps.org/damop/2026/n10/7/		Optically pumped magnetometers (OPMs) have recently shown promise for providing an alternative to superconducting quantum interference devices (SQUIDs) in performing magnetoencephalography (MEG). Unlike SQUIDs however, OPMs do not need to operate at cryogenic temperatures reducing their required standoff distance from a human subject and allowing for a patient to move around a room during a scan. However, many commercially available OPM systems fail to approach the theoretical limits of a spin exchange relaxation free magnetometer only hitting ~ 14.9 ft/rt-Hz. One of the reasons for this shortcoming is the presence of laser noise during measurements. Our group plans to implement a novel vect
N10/8	related_excluded	相关但未写入：cold Rb87 low-lying Rydberg EIT clock；平台是 molasses/EIT clock，不是 Rb87 Rydberg 光镊阵列。	Rydberg;Rb87;Rb;gate_QEC;cavity;metrology;vapor_or_MOT	Electric and Magnetic Field Sensors	An EIT-based cold rubidium-87 clock using a low-lying Rydberg level	https://meetings-archive.aps.org/damop/2026/n10/8/		Here we present the progress in studying the efficacy of a two-photon rubidium-87 clock utilizing the 5S1/2 → 5P3/2 → 18S1/2 electromagnetically induced transparency (EIT) ladder state. A laser-cooled rubidium molasses is prepared for interrogation using red-detuned cooling beams and a polarization gradient cooling stage to reach sub-Doppler temperatures. A D2 probe laser and a 490 nm control beam locked to a high-finesse optical cavity are used to create the EIT state. A high duty-cycle clock measurement is planned by rapidly alternating between the EIT and optical cooling pulses, ideally optimizing the recapture vs. clock cycle readout time. We also plan to study alternative upper-level EI
